102.361 57.8114 58.0855 61.332 	
103.239 57.6786 58.5022 62.5211 	
103.239 57.6786 58.5022 62.5211 	
101.446 59.2797 55.7248 60.5974 	
99.194 57.9993 55.9907 57.7978 	
97.6934 55.4742 57.4677 56.2501 	
97.6934 55.4742 57.4677 56.2501 	
95.9181 54.07 55.9555 56.0865 	
95.1924 54.7475 56.4222 53.6734 	
97.5281 57.2523 57.8957 53.6842 	
98.2072 58.3311 57.1379 54.5655 	
96.2833 59.3657 54.8076 52.3671 	
96.3275 59.8139 56.7796 49.7731 	
96.3275 59.8139 56.7796 49.7731 	
100.279 62.2432 59.3309 51.5902 	
98.1055 60.1193 56.7411 52.828 	
98.8308 62.9351 56.1554 51.51 	
98.2045 63.1563 54.8921 51.4029 	
94.4122 61.5017 52.0957 49.1655 	
93.6251 60.1041 50.0105 51.4987 	
93.6251 60.1041 50.0105 51.4987 	
92.0436 58.3711 48.0332 52.5133 	
92.8085 57.7906 47.029 55.3347 	
92.453 57.4246 44.2954 57.3402 	
92.453 57.4246 44.2954 57.3402 	
92.453 57.4246 44.2954 57.3402 	
94.2914 59.6397 43.0799 58.9753 	
94.2914 59.6397 43.0799 58.9753 	
94.5641 58.2502 45.1487 59.2526 	
94.5641 58.2502 45.1487 59.2526 	
93.0872 57.3317 46.657 56.5812 	
93.0872 57.3317 46.657 56.5812 	
88.8204 54.7598 44.2083 54.1853 	
88.2434 56.4596 41.9399 53.294 	
90.7229 56.1205 44.4724 55.7077 	
90.0568 53.6724 43.1357 58.0414 	
90.4563 55.5533 43.9833 56.2286 	
86.0953 53.0018 41.848 53.4037 	
86.0953 53.0018 41.848 53.4037 	
86.0953 53.0018 41.848 53.4037 	
86.692 53.5725 40.389 54.9019 	
87.2374 53.5482 42.6364 54.0841 	
87.2374 53.5482 42.6364 54.0841 	
87.2374 53.5482 42.6364 54.0841 	
85.2063 50.6486 43.5442 52.903 	
84.6548 51.3695 44.3041 50.6434 	
84.6548 51.3695 44.3041 50.6434 	
84.6548 51.3695 44.3041 50.6434 	
84.6548 51.3695 44.3041 50.6434 	
84.1676 52.0547 42.2724 50.8679 	
84.5281 52.2876 41.5506 51.8127 	
81.7493 50.4478 38.7003 51.3834 	
78.8061 48.7585 35.9894 50.3762 	
78.8459 48.8318 35.8118 50.494 	
78.9989 46.2386 36.2104 52.8358 	
77.4975 45.0355 36.7568 51.2504 	
73.163 42.5744 34.5405 48.4479 	
71.7934 40.4236 35.4834 47.5515 	
69.2651 37.8909 32.7142 47.8719 	
68.3333 39.3493 29.83 47.2361 	
68.7914 39.1422 28.1075 49.0929 	
68.7914 39.1422 28.1075 49.0929 	
68.7914 39.1422 28.1075 49.0929 	
69.1721 38.0795 28.0647 50.4688 	
69.7817 37.1492 28.0454 51.9893 	
70.0099 37.5157 26.2539 52.9593 	
69.2788 35.3613 27.3961 52.9016 	
69.4958 34.9829 28.3351 52.9432 	
66.1168 34.3349 26.0656 50.1311 	
64.5849 32.7533 25.7496 49.3497 	
64.5849 32.7533 25.7496 49.3497 	
64.1205 34.3461 26.6775 47.1178 	
64.4603 34.9303 26.0327 47.5111 	
64.4603 34.9303 26.0327 47.5111 	
62.7377 32.0878 25.0989 47.7121 	
62.7377 32.0878 25.0989 47.7121 	
62.7377 32.0878 25.0989 47.7121 	
60.7394 31.5307 24.451 45.7956 	
59.943 33.7061 23.3469 43.7262 	
59.943 33.7061 23.3469 43.7262 	
59.943 33.7061 23.3469 43.7262 	
60.3154 33.1733 20.7379 45.9066 	
56.2359 31.0821 18.0393 43.2546 	
56.2359 31.0821 18.0393 43.2546 	
56.2359 31.0821 18.0393 43.2546 	
52.9991 28.7689 16.7528 41.2383 	
52.9012 30.4734 19.2133 38.7396 	
52.9012 30.4734 19.2133 38.7396 	
52.0523 30.0706 21.3722 36.721 	
52.0523 30.0706 21.3722 36.721 	
52.0523 30.0706 21.3722 36.721 	
51.1512 30.1304 20.7436 35.7535 	
51.1512 30.1304 20.7436 35.7535 	
52.9559 32.5914 21.1247 35.9983 	
52.9559 32.5914 21.1247 35.9983 	
52.9559 32.5914 21.1247 35.9983 	
52.0305 30.2924 22.7055 35.6933 	
52.615 31.5664 22.2195 35.7519 	
51.7189 29.9463 24.641 34.2182 	
51.7189 29.9463 24.641 34.2182 	
53.2717 28.4405 26.287 36.5788 	
53.1556 26.6517 23.9446 39.2664 	
52.3311 28.6168 24.3157 36.4468 	
52.3311 28.6168 24.3157 36.4468 	
53.097 28.3216 21.8435 39.2434 	
53.097 28.3216 21.8435 39.2434 	
53.6951 31.2075 21.7355 37.9054 	
52.5623 33.2854 19.3078 35.8063 	
50.4091 33.6209 17.2044 33.3875 	
49.106 31.1636 19.4417 32.5921 	
48.3987 29.8239 18.0835 33.5552 	
46.646 30.6244 16.6082 31.0188 	
45.3868 30.5871 16.6002 29.1346 	
45.6328 32.9525 14.8179 27.8732 	
46.0486 33.7387 14.1889 27.9437 	
46.0486 33.7387 14.1889 27.9437 	
43.2409 32.5428 12.2075 25.7239 	
43.0376 30.5007 11.6618 28.0347 	
44.3952 30.4711 13.929 29.1278 	
44.4145 30.3686 12.5796 29.8689 	
43.3086 31.1239 12.6051 27.3505 	
43.3086 31.1239 12.6051 27.3505 	
41.6245 30.6332 12.928 25.0414 	
39.8306 28.6843 13.765 23.9627 	
40.6998 29.8221 16.242 22.4346 	
40.5811 28.7255 15.5175 24.1015 	
39.5357 27.2362 13.5019 25.2776 	
38.7619 26.7279 13.4304 24.6521 	
38.7619 26.7279 13.4304 24.6521 	
38.7619 26.7279 13.4304 24.6521 	
38.7619 26.7279 13.4304 24.6521 	
38.6847 27.8509 15.1087 22.1936 	
38.6671 28.3138 15.9487 20.955 	
34.9119 26.2433 13.3879 18.7323 	
36.8093 28.0702 15.7555 17.8538 	
37.3889 30.5825 14.1208 16.2249 	
33.8547 27.6855 14.0675 13.4818 	
36.9607 30.423 15.7349 13.8907 	
36.9649 27.8968 18.3364 15.8728 	
34.5111 25.3781 18.4817 14.3315 	
33.5233 24.2297 18.8179 13.5136 	
33.0592 24.989 16.3571 14.1741 	
30.9835 25.1944 13.955 11.4225 	
30.9835 25.1944 13.955 11.4225 	
33.1887 27.7046 11.745 13.9998 	
33.0069 28.3506 10.0761 13.571 	
33.1617 28.3474 7.90434 15.2855 	
33.2795 28.7743 8.04263 14.6589 	
33.2795 28.7743 8.04263 14.6589 	
32.3302 27.6436 9.29611 13.9519 	
31.2927 26.0634 12.1483 12.343 	
30.3093 24.1878 12.4519 13.3623 	
28.2764 21.8806 12.3716 12.9515 	
28.2764 21.8806 12.3716 12.9515 	
28.2764 21.8806 12.3716 12.9515 	
25.0533 19.0854 11.1166 11.8253 	
24.4498 20.0692 9.10432 10.5892 	
24.4498 20.0692 9.10432 10.5892 	
24.4012 21.2815 6.21807 10.1908 	
25.5531 21.3612 6.17141 12.5925 	
24.312 18.7932 5.42917 14.4365 	
24.312 18.7932 5.42917 14.4365 	
24.312 18.7932 5.42917 14.4365 	
24.312 18.7932 5.42917 14.4365 	
24.312 18.7932 5.42917 14.4365 	
24.1642 19.6574 7.28036 12.0204 	
23.9964 18.569 8.08183 12.8726 	
23.9964 18.569 8.08183 12.8726 	
27.1356 21.2141 10.2879 13.4337 	
26.9328 22.4134 9.5257 11.501 	
26.9328 22.4134 9.5257 11.501 	
27.9517 24.0721 10.9733 9.02321 	
27.443 22.8942 11.2809 10.0856 	
27.443 22.8942 11.2809 10.0856 	
25.9641 22.4812 8.50172 9.82091 	
26.5165 23.1401 5.68693 11.6326 	
27.6348 22.5442 7.63178 14.0427 	
25.245 21.5001 5.35378 12.0994 	
26.455 23.6033 3.24881 11.4978 	
26.5692 25.1096 0.626868 8.66225 	
24.7618 23.8687 -1.63091 6.38534 	
25.6402 23.9172 -4.22422 8.21828 	
23.6063 21.4553 -2.98961 9.38022 	
23.6063 21.4553 -2.98961 9.38022 	
23.6063 21.4553 -2.98961 9.38022 	
23.5466 21.9263 -1.98605 8.35057 	
22.4173 19.2965 -2.31963 11.1713 	
22.4173 19.2965 -2.31963 11.1713 	
24.1195 20.5916 -0.859231 12.5299 	
24.1195 20.5916 -0.859231 12.5299 	
24.8858 20.512 1.69443 13.989 	
21.7411 18.5471 -0.831342 11.3131 	
20.0252 17.9851 -2.03374 8.56801 	
20.8662 18.1408 0.332082 10.3052 	
20.796 17.9413 3.20384 10.0159 	
19.7318 15.4969 5.42451 10.9436 	
15.9342 12.8444 2.86747 8.98323 	
15.2379 12.6518 1.78959 8.30198 	
15.2379 12.6518 1.78959 8.30198 	
15.2379 12.6518 1.78959 8.30198 	
