1.59001 0 	
1.53641 0.0536016 	
1.56607 0.0428694 	
1.53988 0.0400624 	
1.54518 0.0314823 	
1.54622 0.0257262 	
1.53676 0.0237145 	
1.53681 0.0205374 	
1.52809 0.0201017 	
1.52371 0.0185067 	
1.52155 0.0168787 	
1.51973 0.0155148 	
1.51838 0.0143353 	
1.51478 0.0137512 	
1.51007 0.0136422 	
1.50913 0.0127956 	
1.50607 0.0124026 	
1.50453 0.0117944 	
1.50407 0.0111656 	
1.50392 0.0105938 	
1.50287 0.0101308 	
1.50353 0.00968139 	
1.50047 0.00974225 	
1.50433 0.0100953 	
1.50332 0.00973555 	
1.50305 0.00935755 	
1.5032 0.00900557 	
1.50461 0.00879145 	
1.50579 0.00856406 	
1.50544 0.00828084 	
1.50555 0.00801002 	
1.50807 0.00815363 	
1.50968 0.00806503 	
1.50972 0.00782432 	
1.51085 0.00768186 	
1.51152 0.00749558 	
1.51134 0.0072925 	
1.51002 0.00721956 	
1.51041 0.00704302 	
1.50849 0.00713072 	
1.50894 0.00696942 	
1.50864 0.00680801 	
1.50812 0.00666834 	
1.50773 0.0065263 	
1.50727 0.00639679 	
1.50667 0.00628419 	
1.50642 0.00615412 	
1.50644 0.00602456 	
1.50661 0.005903 	
1.50615 0.00580254 	
1.5061 0.00568782 	
1.50636 0.0055833 	
1.50617 0.00547998 	
1.50557 0.00541191 	
1.50484 0.00536173 	
1.50625 0.00545157 	
1.50602 0.00536002 	
1.50667 0.00530623 	
1.50768 0.00531296 	
1.509 0.00538708 	
1.50843 0.00532871 	
1.50935 0.00532293 	
1.50959 0.00524329 	
1.50911 0.00518335 	
1.50873 0.00511716 	
1.50798 0.00509405 	
1.50748 0.00504251 	
1.50783 0.00498041 	
1.50718 0.0049511 	
1.5071 0.00488049 	
1.50688 0.00481644 	
1.50587 0.00485593 	
1.50585 0.00478898 	
1.50503 0.00479494 	
1.50451 0.00475845 	
1.50342 0.00482153 	
1.50321 0.00476289 	
1.50334 0.00470316 	
1.5033 0.00464341 	
1.50365 0.0045985 	
1.5035 0.00454378 	
1.50412 0.00453042 	
1.50368 0.00449693 	
1.50349 0.00444752 	
1.50391 0.00441516 	
1.50407 0.00436644 	
1.50416 0.00431688 	
1.50332 0.00434945 	
1.5038 0.00432771 	
1.50406 0.00428711 	
1.50369 0.00425574 	
1.50412 0.00423073 	
1.50468 0.0042227 	
1.50416 0.00421003 	
1.50392 0.00417225 	
1.50338 0.00416417 	
1.50377 0.00413913 	
1.50357 0.0041013 	
1.50379 0.00406552 	
1.50356 0.00403106 	
