1 0	
1.27101 0.00538344	
1.62217 0.00595113	
1.8379 0.00773021	
2.08508 0.00860986	
2.26684 0.00993649	
2.46341 0.0107509	
2.61797 0.011261	
2.781 0.0110482	
2.92134 0.0123843	
3.07205 0.0128919	
3.20372 0.0126782	
3.34466 0.0136176	
3.45652 0.0143362	
3.5837 0.0153606	
3.69532 0.0157688	
3.81553 0.0153935	
3.93436 0.0155848	
4.04833 0.016119	
4.14403 0.0163176	
4.24839 0.0166052	
4.34921 0.0168694	
4.43434 0.0179013	
4.52685 0.018634	
4.62034 0.0191078	
4.71686 0.019554	
4.80068 0.0210452	
4.87842 0.0211453	
4.9729 0.0213536	
5.05201 0.021923	
5.13989 0.0224891	
5.21965 0.0227116	
5.29111 0.0219021	
5.36928 0.0214524	
5.44134 0.0216554	
5.5081 0.0227383	
5.58512 0.0231968	
5.66105 0.0237904	
5.74954 0.0237546	
5.81862 0.0235902	
5.89491 0.0245424	
5.97552 0.0244787	
6.04466 0.0247476	
6.12495 0.0251781	
6.1947 0.0272741	
6.25804 0.0282735	
6.32902 0.0281039	
6.3966 0.0289623	
6.45826 0.0294036	
6.5136 0.0292586	
6.58132 0.0297429	
6.63729 0.0296005	
6.69072 0.0300349	
6.74919 0.0302008	
6.81121 0.0302576	
6.88171 0.0300583	
6.93917 0.0297411	
6.9989 0.0302456	
7.05891 0.0312937	
7.11651 0.0319477	
7.17553 0.0313434	
7.23342 0.0319936	
7.28295 0.0318717	
7.35452 0.031344	
7.41325 0.033583	
7.4819 0.0341692	
7.54167 0.0344251	
7.5986 0.0351856	
7.64923 0.0360129	
7.70583 0.0368606	
7.76129 0.0367076	
7.80966 0.0363811	
7.86915 0.0360799	
7.91942 0.0358003	
7.96955 0.0361321	
8.0153 0.0363955	
8.06668 0.0363111	
8.11433 0.0374223	
8.16501 0.0380229	
8.20727 0.0379969	
8.2609 0.0387112	
8.30855 0.0388332	
8.36829 0.0380422	
8.41834 0.037461	
8.46196 0.037546	
8.52278 0.0362998	
8.57974 0.0372617	
8.61978 0.0369568	
8.6734 0.0365901	
8.71869 0.0364375	
8.76433 0.035701	
8.81043 0.0361684	
8.86396 0.0361635	
8.90996 0.0350283	
8.95621 0.0357511	
9.012 0.0360164	
9.04793 0.0366336	
9.09123 0.0377286	
9.1369 0.0380477	
9.18773 0.0389891	
