818.516 64.5704 4 4 1 	
761.814 78.1048 3.39862 4.35796 1.5 	
657.142 83.6733 2.71817 4.96429 2 	
733.922 75.8257 2.71817 4.96429 2.5 	
464.604 47.5549 2.57735 4.4143 3 	
500.486 51.5691 2.57735 4.4143 3.5 	
377.771 37.0118 2.51529 4.06769 4 	
303.043 33.809 2.66963 3.79927 4.5 	
340.061 34.1441 2.66963 3.79927 5 	
218.066 19.1336 2.36694 3.57377 5.5 	
238.043 18.6015 2.66965 3.22217 6 	
153.468 12.8069 2.28919 2.97839 6.5 	
146.243 10.6287 2.46047 2.80416 7 	
127.665 9.17132 2.46047 2.80416 7.5 	
132.644 8.69987 2.46047 2.80416 8 	
135.481 10.3278 2.46047 2.80416 8.5 	
96.0053 8.9845 2.1651 2.60701 9 	
99.8935 8.12104 2.1651 2.60701 9.5 	
88.0781 6.1254 2.1651 2.60701 10 	
94.6729 8.86835 2.1651 2.60701 10.5 	
76.1896 6.83665 2.08161 2.43599 11 	
77.3469 5.64338 2.08161 2.43599 11.5 	
68.6792 3.13178 2.2967 2.15754 12 	
62.7371 4.42878 2.18958 1.9813 12.5 	
56.2439 4.70901 2.08008 2.095 13 	
51.8809 2.75456 2.08008 2.095 13.5 	
47.9813 3.36221 1.8748 2.24692 14 	
54.1155 4.30679 1.88331 2.41805 14.5 	
57.7747 4.38481 1.88331 2.41805 15 	
57.3028 4.62871 1.88331 2.41805 15.5 	
56.0929 3.42174 1.96672 2.19746 16 	
53.294 3.17035 1.96672 2.19746 16.5 	
45.6446 4.1159 1.96672 2.19746 17 	
47.8406 3.34637 1.96672 2.19746 17.5 	
38.5151 2.41938 1.78119 2.1672 18 	
41.3487 3.1895 1.78119 2.1672 18.5 	
43.6903 4.16016 1.78119 2.1672 19 	
40.3322 2.78815 1.78119 2.1672 19.5 	
45.5631 3.6179 1.78119 2.1672 20 	
35.5941 3.05396 1.73168 2.03072 20.5 	
33.4953 2.44946 1.73168 2.03072 21 	
28.7483 1.77929 1.73168 2.03072 21.5 	
31.7062 2.10807 1.73168 2.03072 22 	
31.0223 2.08389 1.73168 2.03072 22.5 	
32.9828 2.44527 1.73168 2.03072 23 	
40.5256 4.33773 1.73168 2.03072 23.5 	
33.2558 2.34593 1.73168 2.03072 24 	
31.4818 2.99773 1.61277 2.08797 24.5 	
30.7083 2.44514 1.61277 2.08797 25 	
31.7366 2.56006 1.61277 2.08797 25.5 	
30.0107 2.00429 1.61277 2.08797 26 	
28.7185 2.2174 1.61277 2.08797 26.5 	
34.9832 3.16755 1.61277 2.08797 27 	
34.6881 2.42244 1.58896 2.25674 27.5 	
31.4705 3.36871 1.58896 2.25674 28 	
38.61 2.97331 1.58896 2.25674 28.5 	
33.0586 2.60323 1.67637 2.17706 29 	
36.2593 3.12639 1.67637 2.17706 29.5 	
35.1387 2.22613 1.67637 2.17706 30 	
32.1313 2.49988 1.51728 2.2751 30.5 	
34.0588 2.40187 1.51728 2.2751 31 	
30.4971 2.79966 1.51728 2.2751 31.5 	
36.1443 4.00605 1.51728 2.2751 32 	
29.8334 2.13892 1.51728 2.2751 32.5 	
25.4489 1.93726 1.50951 2.13374 33 	
28.8798 1.98257 1.50951 2.13374 33.5 	
26.4812 3.06154 1.34215 2.13071 34 	
22.2425 1.64999 1.34215 2.13071 34.5 	
18.7194 1.9645 1.29818 1.97371 35 	
16.1978 1.08368 1.29818 1.97371 35.5 	
18.2932 1.71642 1.29818 1.97371 36 	
11.9944 0.914392 1.23607 1.84851 36.5 	
12.9773 1.06147 1.23607 1.84851 37 	
11.4114 0.763241 1.28762 1.70474 37.5 	
10.3098 0.968799 1.12694 1.8188 38 	
10.2199 0.767021 1.12694 1.8188 38.5 	
10.4776 1.20159 1.06486 1.80727 39 	
6.40717 0.594725 1.01665 1.69683 39.5 	
6.59936 0.508786 1.01665 1.69683 40 	
5.2003 0.496148 0.864757 1.62676 40.5 	
2.97912 0.285214 0.794851 1.53764 41 	
2.92728 0.30027 0.794851 1.53764 41.5 	
2.52732 0.262222 0.757121 1.49998 42 	
1.16924 0.20369 0.667559 1.3531 42.5 	
1.04142 0.146193 0.747059 1.2433 43 	
1.0606 0.130922 0.827415 1.2538 43.5 	
1.47579 0.151817 0.958402 1.19704 44 	
1.28275 0.185904 0.875715 1.2485 44.5 	
1.52067 0.23794 0.875715 1.2485 45 	
0.362486 0.0811902 0.791019 1.12141 45.5 	
0.638833 0.103234 0.791019 1.12141 46 	
0.454642 0.123621 0.891364 1.0013 46.5 	
0.425756 0.080525 0.891364 1.0013 47 	
0.143142 0.0658132 0.955643 0.8928 47.5 	
0.102079 0.0559426 0.877843 0.921401 48 	
0.0296944 0.0475686 0.877843 0.921401 48.5 	
0.136673 0.0574296 0.877843 0.921401 49 	
0.122555 0.0597161 0.877843 0.921401 49.5 	
0.0232555 0.0565557 0.877843 0.921401 50 	
-0.0305593 0.0541056 0.808825 0.899918 50.5 	
-0.00192555 0.0580894 0.808825 0.899918 51 	
-0.0684015 0.0375275 0.808825 0.899918 51.5 	
-0.127471 0.0356781 0.695076 0.93433 52 	
-0.0989259 0.0386134 0.695076 0.93433 52.5 	
0.0162435 0.0644775 0.695076 0.93433 53 	
-0.179202 0.0182429 0.604568 0.801808 53.5 	
-0.199696 0.0197761 0.604568 0.801808 54 	
-0.170766 0.0190868 0.604568 0.801808 54.5 	
-0.190122 0.0196959 0.604568 0.801808 55 	
-0.175839 0.0179606 0.604568 0.801808 55.5 	
-0.213651 0.0173957 0.606248 0.739504 56 	
-0.206605 0.0168092 0.606248 0.739504 56.5 	
-0.259278 0.0235236 0.729536 0.749507 57 	
-0.316503 0.0268975 0.771276 0.731591 57.5 	
-0.327542 0.0227376 0.771276 0.731591 58 	
-0.29854 0.0223122 0.725837 0.734478 58.5 	
-0.29901 0.0204895 0.725837 0.734478 59 	
-0.281632 0.0217008 0.725837 0.734478 59.5 	
-0.366393 0.0131595 0.847337 0.605817 60 	
-0.374381 0.0121396 0.847337 0.605817 60.5 	
-0.35848 0.0182561 0.771467 0.698563 61 	
-0.35059 0.0179961 0.771467 0.698563 61.5 	
-0.387585 0.0104004 0.733104 0.610118 62 	
-0.369826 0.00956492 0.733104 0.610118 62.5 	
-0.363563 0.0102529 0.733395 0.584774 63 	
-0.374513 0.00896775 0.733395 0.584774 63.5 	
-0.351561 0.0121258 0.840055 0.573066 64 	
-0.329323 0.0110204 0.840055 0.573066 64.5 	
-0.30051 0.0200161 0.912355 0.625913 65 	
-0.314944 0.0185501 0.912355 0.625913 65.5 	
-0.302436 0.0232219 0.912355 0.625913 66 	
-0.333767 0.0168032 0.912355 0.625913 66.5 	
-0.333702 0.0145781 0.912355 0.625913 67 	
-0.333366 0.0258279 0.801751 0.716436 67.5 	
-0.359556 0.0212667 0.823346 0.690657 68 	
-0.387547 0.0204432 0.823346 0.690657 68.5 	
-0.387599 0.019686 0.823346 0.690657 69 	
-0.404925 0.0145891 0.812409 0.683874 69.5 	
-0.385944 0.0135306 0.812409 0.683874 70 	
-0.358728 0.00994614 0.761256 0.577659 70.5 	
-0.362041 0.0096636 0.761256 0.577659 71 	
-0.367622 0.0102945 0.761256 0.577659 71.5 	
-0.366593 0.0103012 0.761256 0.577659 72 	
-0.352823 0.0118118 0.761256 0.577659 72.5 	
-0.383421 0.00947175 0.761256 0.577659 73 	
-0.348213 0.012952 0.688104 0.647558 73.5 	
-0.335508 0.0217639 0.797267 0.692202 74 	
-0.369133 0.0200883 0.797267 0.692202 74.5 	
-0.391221 0.0197353 0.84202 0.661177 75 	
-0.410718 0.0138555 0.84202 0.661177 75.5 	
-0.359732 0.019261 0.84202 0.661177 76 	
-0.378067 0.0218947 0.84202 0.661177 76.5 	
-0.39466 0.0173211 0.84202 0.661177 77 	
-0.384772 0.0122301 0.81126 0.621104 77.5 	
-0.374975 0.014945 0.81126 0.621104 78 	
-0.371693 0.0131543 0.81126 0.621104 78.5 	
-0.381597 0.0170901 0.81126 0.621104 79 	
-0.392062 0.013816 0.81126 0.621104 79.5 	
-0.391077 0.0115013 0.81126 0.621104 80 	
-0.391307 0.0111317 0.81126 0.621104 80.5 	
-0.378869 0.0145448 0.81126 0.621104 81 	
-0.401898 0.0130215 0.81126 0.621104 81.5 	
-0.407128 0.0101467 0.81126 0.621104 82 	
-0.402135 0.0124006 0.788611 0.645218 82.5 	
-0.405896 0.0114897 0.822799 0.638406 83 	
-0.372548 0.0270352 0.822799 0.638406 83.5 	
-0.377772 0.0183517 0.822799 0.638406 84 	
-0.381001 0.014358 0.822799 0.638406 84.5 	
-0.393005 0.0124823 0.822799 0.638406 85 	
-0.396987 0.0141299 0.800518 0.685945 85.5 	
-0.390661 0.0099015 0.875404 0.619444 86 	
-0.336823 0.0160353 0.875404 0.619444 86.5 	
-0.348663 0.0147169 0.875404 0.619444 87 	
-0.365113 0.0113124 0.768512 0.558693 87.5 	
-0.385691 0.0110933 0.753529 0.641528 88 	
-0.365185 0.0134566 0.753529 0.641528 88.5 	
-0.379471 0.0196533 0.840186 0.610799 89 	
-0.370512 0.0110632 0.840186 0.610799 89.5 	
-0.365458 0.0132086 0.840186 0.610799 90 	
-0.374936 0.012352 0.785987 0.664096 90.5 	
-0.393047 0.0157299 0.785987 0.664096 91 	
-0.382944 0.0168277 0.785987 0.664096 91.5 	
-0.399017 0.0128767 0.842626 0.613571 92 	
-0.378444 0.019403 0.781658 0.67641 92.5 	
-0.397229 0.0158788 0.781658 0.67641 93 	
-0.350822 0.0233324 0.781658 0.67641 93.5 	
-0.381917 0.0107225 0.723026 0.659244 94 	
-0.400003 0.0112059 0.79036 0.626799 94.5 	
-0.379665 0.0162675 0.79036 0.626799 95 	
-0.38496 0.0115682 0.79036 0.626799 95.5 	
-0.408291 0.0106113 0.79036 0.626799 96 	
-0.383942 0.0108453 0.79036 0.626799 96.5 	
-0.373615 0.0145971 0.777737 0.633125 97 	
-0.401001 0.0127757 0.776131 0.677758 97.5 	
-0.363075 0.0172526 0.776131 0.677758 98 	
-0.372694 0.0203086 0.784901 0.670524 98.5 	
-0.339514 0.021449 0.784901 0.670524 99 	
-0.399136 0.0130435 0.784901 0.670524 99.5 	
-0.39179 0.0124224 0.784901 0.670524 100 	
-0.379941 0.0172726 0.784901 0.670524 100.5 	
-0.394386 0.00873994 0.853507 0.605098 101 	
-0.354791 0.0134399 0.853507 0.605098 101.5 	
-0.349639 0.0268356 0.853507 0.605098 102 	
-0.34585 0.0153618 0.853507 0.605098 102.5 	
-0.370976 0.011948 0.853507 0.605098 103 	
-0.380452 0.0102516 0.853507 0.605098 103.5 	
-0.350876 0.0203664 0.853507 0.605098 104 	
-0.38724 0.017937 0.793361 0.666912 104.5 	
-0.399083 0.0130897 0.793361 0.666912 105 	
-0.384697 0.0137424 0.793361 0.666912 105.5 	
-0.359525 0.0120852 0.848773 0.60048 106 	
-0.381796 0.0083331 0.848773 0.60048 106.5 	
-0.410819 0.0144428 0.813137 0.676615 107 	
-0.41923 0.00879008 0.793208 0.644451 107.5 	
-0.392459 0.0145245 0.793208 0.644451 108 	
-0.394688 0.0143442 0.793208 0.644451 108.5 	
-0.399473 0.0143147 0.793208 0.644451 109 	
-0.4233 0.00949425 0.793208 0.644451 109.5 	
-0.396739 0.0115424 0.793208 0.644451 110 	
-0.412982 0.0090333 0.793208 0.644451 110.5 	
-0.392553 0.0136149 0.793208 0.644451 111 	
-0.388947 0.013441 0.793208 0.644451 111.5 	
-0.418938 0.0114121 0.793208 0.644451 112 	
