1 -0.694275 	
1 1.18885 	
1 1.00119 	
0.0095031 1.00119 	
0.0753402 1.00119 	
0.689125 1.00119 	
0.00015188 1.00119 	
0.476657 1.00119 	
0.963882 -0.809099 	
7.0309e-12 -0.809099 	
1.32364e-09 -0.809099 	
0.00124639 -0.809099 	
1 -0.864643 	
1 -1.03571 	
0.00101275 -1.03571 	
0.915624 -1.26698 	
0.812861 -0.309143 	
3.11857e-06 -0.309143 	
0.000267019 -0.309143 	
0.993038 -0.293909 	
1 1.23134 	
0.0316207 1.23134 	
0.00947364 1.23134 	
0.341928 1.23134 	
0.353417 1.23134 	
0.0389676 1.23134 	
4.66201e-05 1.23134 	
1 -1.01456 	
0.0394708 -1.01456 	
0.654746 1.55438 	
1 -1.44843 	
0.969222 0.301639 	
5.76744e-09 0.301639 	
0.873028 -1.5618 	
1 -1.24897 	
0.87466 -1.40043 	
2.36174e-06 -1.40043 	
1.40939e-10 -1.40043 	
7.27638e-05 -1.40043 	
0.371937 1.89812 	
1 -0.237193 	
0.541181 -0.237193 	
0.0128145 -0.237193 	
1 1.19725 	
0.805985 0.376524 	
1.97097e-09 0.376524 	
0.909961 -0.141001 	
0.0126592 -0.141001 	
1 0.482385 	
0.166676 0.482385 	
1 -1.32207 	
0.0540467 -1.32207 	
0.437738 1.8097 	
7.71046e-08 1.8097 	
5.50353e-10 1.8097 	
3.80344e-06 1.8097 	
1 -0.154743 	
1 0.237222 	
1 0.958031 	
0.0125209 0.958031 	
0.756084 0.958031 	
0.00408066 0.958031 	
0.81676 -1.39429 	
1 1.38142 	
0.101889 -2.25471 	
6.60215e-17 -2.25471 	
1 0.148364 	
1 -1.1117 	
0.623934 -1.1117 	
0.0699529 2.30072 	
1 -1.16033 	
0.138482 -1.16033 	
0.735744 1.49876 	
1 -1.06429 	
2.61667e-11 -1.06429 	
9.06955e-14 -1.06429 	
2.82466e-07 -1.06429 	
0.616509 -1.06429 	
0.00126934 -1.06429 	
0.709862 -1.06429 	
0.729977 -0.257351 	
0.460487 1.86078 	
1 1.82642 	
1 0.670222 	
0.000729396 0.670222 	
0.000274081 0.670222 	
0.0775889 0.670222 	
0.0120682 0.670222 	
4.08113e-05 0.670222 	
1 -0.999594 	
0.68769 0.0195886 	
0.000456395 0.0195886 	
1 -0.734538 	
1 1.02204 	
1.58343e-08 1.02204 	
1.50054e-12 1.02204 	
0.761084 1.02204 	
2.60886e-05 1.02204 	
0.226706 1.99082 	
0.294292 2.30818 	
0.185461 2.30818 	
7.45474e-05 2.30818 	
1 -0.29288 	
1 -0.89987 	
0.00012638 -0.89987 	
0.0628531 -0.89987 	
0.969714 -0.796201 	
0.924191 -0.629683 	
4.08304e-09 -0.629683 	
0.0108009 -0.629683 	
0.0679361 -0.629683 	
0.00325311 -0.629683 	
3.84748e-08 -0.629683 	
8.77801e-11 -0.629683 	
4.31982e-06 -0.629683 	
0.340751 -1.89698 	
3.23439e-16 -1.89698 	
1 -1.44401 	
1 0.617795 	
0.833175 0.617795 	
0.850223 0.325108 	
0.00224058 0.325108 	
5.35568e-07 0.325108 	
3.20448e-07 0.325108 	
1 1.19959 	
0.880935 1.19959 	
0.778042 -0.302885 	
0.754241 1.64231 	
1 0.32697 	
0.0396161 0.32697 	
1 0.845198 	
0.101267 0.845198 	
0.108072 0.845198 	
0.970631 0.763524 	
0.758802 0.228563 	
1 0.287504 	
1 -0.628604 	
7.41185e-11 -0.628604 	
0.00339822 -0.628604 	
0.520185 -1.73344 	
0.0601461 -1.73344 	
0.745968 1.8508 	
1.06992e-07 1.8508 	
1 -1.30459 	
0.915508 -0.478668 	
0.849597 0.077437 	
0.242805 0.077437 	
0.0342097 0.077437 	
3.2895e-07 0.077437 	
1 0.361482 	
1 -1.2453 	
0.0291218 -1.2453 	
0.00394954 -1.2453 	
1 1.0789 	
0.742506 0.291387 	
0.0540374 0.291387 	
8.67983e-05 0.291387 	
0.0170903 0.291387 	
5.00228e-05 0.291387 	
0.64494 1.71967 	
1.19925e-10 1.71967 	
0.00808251 1.71967 	
1 0.966419 	
6.82577e-08 0.966419 	
0.227422 -1.99008 	
4.25327e-18 -1.99008 	
1 0.880652 	
3.84701e-05 0.880652 	
1 -1.03866 	
0.0691204 -1.03866 	
3.07886e-09 -1.03866 	
4.00743e-07 -1.03866 	
0.836801 -1.03866 	
1.02809e-10 -1.03866 	
0.757359 -1.03866 	
0.000395022 -1.03866 	
0.597189 -1.03866 	
3.87212e-07 -1.03866 	
0.96586 -1.03866 	
0.899899 1.29068 	
0.924165 -0.514225 	
0.000154095 -0.514225 	
0.952852 -0.429711 	
0.499465 -0.429711 	
1 -0.769664 	
1 0.792942 	
5.05581e-09 0.792942 	
1 1.1391 	
0.123736 1.1391 	
2.07489e-13 1.1391 	
0.861042 1.1391 	
0.844846 1.1391 	
0.152614 1.1391 	
0.94466 0.707845 	
0.0271984 0.707845 	
1 0.790722 	
0.744175 0.790722 	
0.866955 -1.37757 	
0.0135627 -1.37757 	
0.0192616 -1.37757 	
2.21174e-05 -1.37757 	
0.301372 1.95979 	
1 -0.569187 	
0.000234507 -0.569187 	
0.118902 -0.569187 	
1.48193e-10 -0.569187 	
1 0.958796 	
0.0487403 0.958796 	
0.845084 0.541444 	
3.36219e-10 0.541444 	
1 1.24601 	
6.20299e-14 1.24601 	
1.34866e-15 1.24601 	
0.964268 -0.645558 	
0.0800611 -0.645558 	
7.48495e-06 -0.645558 	
0.788392 -0.171214 	
1.17648e-05 -0.171214 	
6.95587e-06 -0.171214 	
1 -1.29562 	
0.000311978 -1.29562 	
0.771106 -1.29562 	
0.786154 -0.163902 	
2.45053e-06 -0.163902 	
