#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -98.9111    -98.9111           0
           2    -98.9046    -98.9078  0.00229745
           3    -98.8985    -98.9047  0.00295685
           4    -98.9296    -98.9109  0.00581989
           5    -98.9018    -98.9091  0.00493183
           6       -98.9    -98.9076  0.00433688
           7    -98.8969    -98.9061  0.00397855
           8    -98.9038    -98.9058    0.003491
           9    -98.9007    -98.9052  0.00314828
          10    -98.9133     -98.906  0.00293654
          11    -98.9108    -98.9065   0.0027015
          12    -98.8876    -98.9049  0.00289982
          13    -98.9023    -98.9047  0.00268368
          14      -98.91    -98.9051  0.00251832
          15    -98.9178    -98.9059  0.00249003
          16    -98.9122    -98.9063  0.00236497
          17    -98.8904    -98.9054  0.00240303
          18    -98.9265    -98.9065  0.00254056
          19    -98.9128    -98.9069  0.00242803
          20    -98.8901     -98.906   0.0024479
          21    -98.9294    -98.9071   0.0025709
          22    -98.9194    -98.9077  0.00251403
          23    -98.9012    -98.9074  0.00242074
          24    -98.9089    -98.9075  0.00232069
          25    -98.8932    -98.9069  0.00229666
          26    -98.9177    -98.9073  0.00224549
          27     -98.894    -98.9068   0.0022156
          28    -98.9111     -98.907  0.00214166
          29    -98.9179    -98.9074  0.00210043
          30    -98.8896    -98.9068  0.00211198
          31    -98.9087    -98.9068   0.0020448
          32    -98.9178    -98.9072  0.00200947
          33    -98.9217    -98.9076  0.00199594
          34    -98.8774    -98.9067  0.00212545
          35    -98.9004    -98.9065  0.00207236
          36    -98.9151    -98.9068   0.0020285
          37    -98.9078    -98.9068  0.00197385
          38    -98.8958    -98.9065  0.00194312
          39    -98.8958    -98.9063  0.00191251
          40    -98.9168    -98.9065  0.00188265
          41    -98.9006    -98.9064  0.00184222
          42    -98.8947    -98.9061  0.00181909
          43     -98.893    -98.9058  0.00180208
          44     -98.914     -98.906  0.00177087
          45    -98.9114    -98.9061  0.00173561
          46    -98.9097    -98.9062  0.00169966
          47    -98.9073    -98.9062  0.00166366
          48    -98.8996    -98.9061  0.00163467
          49     -98.913    -98.9062  0.00160749
          50    -98.9158    -98.9064  0.00158672
