0 33.3958 41.9646 	
1 33.3958 41.948 	
2 33.3958 41.8939 	
3 33.3958 41.8499 	
4 33.3958 41.8026 	
5 33.3958 41.7898 	
6 33.3958 41.7437 	
7 33.3958 41.7066 	
8 33.3958 41.6623 	
9 33.3958 41.6126 	
10 33.3958 41.5643 	
11 33.3958 41.5523 	
12 33.3958 41.5279 	
13 33.3958 41.4856 	
14 33.3958 41.4259 	
15 33.3958 41.3895 	
16 33.3958 41.3594 	
17 33.3958 41.3114 	
18 33.3958 41.2656 	
19 33.3958 41.2167 	
20 33.3958 41.1886 	
21 33.3958 41.103 	
22 31.8704 41.0437 	
23 31.8704 41.0187 	
24 31.8704 40.951 	
25 31.8704 40.9347 	
26 31.8704 40.8664 	
27 31.8704 40.8115 	
28 31.8704 40.7729 	
29 31.8704 40.7718 	
30 31.8704 40.7386 	
31 30.9699 40.6755 	
32 30.9699 40.6192 	
33 30.9699 40.5455 	
34 30.9699 40.4971 	
35 30.9699 40.4092 	
36 30.9699 40.3404 	
37 30.9699 40.2967 	
38 30.9699 40.2612 	
39 30.9699 40.2303 	
40 30.9699 40.1899 	
41 30.9699 40.1236 	
42 30.9699 39.994 	
43 30.9699 39.9092 	
44 30.4953 39.8472 	
45 30.4953 39.7877 	
46 30.4953 39.7474 	
47 30.4953 39.6985 	
48 30.4953 39.6107 	
49 30.4953 39.478 	
50 30.4953 39.4411 	
51 30.4953 39.3665 	
52 30.4953 39.3372 	
53 30.4953 39.2846 	
54 30.4953 39.2467 	
55 30.4953 39.1559 	
56 30.4953 39.096 	
57 30.4953 39.0475 	
58 30.4953 38.9868 	
59 30.4953 38.9223 	
60 30.4953 38.9109 	
61 30.4953 38.898 	
62 30.4953 38.8204 	
63 30.4953 38.7504 	
64 30.4953 38.7428 	
65 30.4953 38.6999 	
66 30.4953 38.6412 	
67 30.4953 38.5966 	
68 30.4953 38.5146 	
69 30.4953 38.4388 	
70 30.4953 38.3813 	
71 30.4953 38.3382 	
72 30.4953 38.2655 	
73 30.4953 38.1679 	
74 30.4953 38.1384 	
75 30.4953 38.0296 	
76 30.4953 37.9531 	
77 30.4953 37.8554 	
78 30.4953 37.7799 	
79 29.4836 37.7094 	
80 29.4836 37.6177 	
81 29.4836 37.5317 	
82 29.4836 37.4455 	
83 29.4836 37.4095 	
84 29.4836 37.3239 	
85 29.4836 37.2208 	
86 29.4836 37.175 	
87 29.4836 37.1402 	
88 29.4836 37.0217 	
89 29.4836 36.9434 	
90 29.4836 36.8262 	
91 29.4836 36.7693 	
92 29.4836 36.6936 	
93 29.4836 36.6256 	
94 29.4836 36.5308 	
95 29.4836 36.4849 	
96 29.4836 36.4314 	
97 29.4836 36.3378 	
98 29.4836 36.2335 	
99 29.4836 36.1805 	
100 29.4836 36.0796 	
101 29.4836 36.0003 	
102 29.4836 35.9768 	
103 29.4836 35.8697 	
104 29.4836 35.7685 	
105 29.4836 35.7028 	
106 29.4836 35.6155 	
107 29.4836 35.5854 	
108 29.4836 35.5221 	
109 29.4836 35.4692 	
110 29.4836 35.3745 	
111 29.4836 35.3435 	
112 29.4836 35.2513 	
113 29.4836 35.1824 	
114 29.4836 35.1103 	
115 29.4836 34.9922 	
116 29.4836 34.9433 	
117 29.4836 34.8643 	
118 29.4836 34.803 	
119 29.4836 34.7154 	
120 29.4836 34.6531 	
121 29.4836 34.5864 	
122 29.4836 34.5059 	
123 29.4836 34.43 	
124 29.4836 34.3736 	
125 29.4836 34.3101 	
126 29.4836 34.2419 	
127 29.4836 34.1355 	
128 29.4836 34.0417 	
129 29.4836 33.9834 	
130 29.064 33.8787 	
131 29.064 33.7973 	
132 29.064 33.7079 	
133 29.064 33.6232 	
134 29.064 33.5834 	
135 29.064 33.5656 	
136 29.064 33.4712 	
137 29.064 33.3974 	
138 29.064 33.2938 	
139 29.064 33.2459 	
140 29.064 33.1863 	
141 29.064 33.1077 	
142 29.064 33.0112 	
143 29.064 32.9396 	
144 29.064 32.85 	
145 29.064 32.7991 	
146 29.064 32.6962 	
147 29.064 32.6419 	
148 29.064 32.5889 	
149 29.064 32.4972 	
150 29.064 32.4184 	
151 29.064 32.3872 	
152 29.064 32.3465 	
153 29.064 32.296 	
154 29.064 32.254 	
155 29.064 32.2034 	
156 29.064 32.1257 	
157 29.064 32.0622 	
158 29.064 31.9948 	
159 29.064 31.9639 	
160 29.064 31.8837 	
161 29.064 31.8064 	
162 29.064 31.7619 	
163 29.064 31.7142 	
164 28.7123 31.6653 	
165 28.7123 31.6322 	
166 28.7123 31.5868 	
167 28.7123 31.5232 	
168 28.7123 31.4397 	
169 28.7123 31.3622 	
170 28.7123 31.3213 	
171 28.7123 31.2835 	
172 28.7123 31.2149 	
173 28.7123 31.1593 	
174 28.7123 31.084 	
175 28.7123 31.0441 	
176 26.2156 30.9734 	
177 26.2156 30.96 	
178 26.2156 30.9006 	
179 26.2156 30.8557 	
180 26.2156 30.8127 	
181 26.2156 30.7637 	
182 26.2156 30.7254 	
183 26.2156 30.7091 	
184 26.2156 30.6834 	
185 26.2156 30.6382 	
186 26.2156 30.6043 	
187 26.2156 30.5425 	
188 26.2156 30.5183 	
189 26.2156 30.4696 	
190 26.2156 30.4471 	
191 26.2156 30.393 	
192 26.2156 30.3527 	
193 26.2156 30.3276 	
194 26.2156 30.2743 	
195 26.2156 30.2443 	
196 26.2156 30.2127 	
197 26.2156 30.1927 	
198 26.2156 30.141 	
199 26.2156 30.1147 	
