           2    0.196331 0.000219908
         1.9    0.212127 0.000247714
         1.8    0.229653 0.000250412
         1.7    0.249179 0.000248004
         1.6    0.270234 0.000305435
         1.5    0.293383 0.000257043
         1.4    0.317749  0.00031118
         1.3    0.344285 0.000409911
         1.2    0.371151 0.000386841
         1.1     0.39652 0.000448786
           1    0.419698 0.000836405
         0.9    0.434852 0.000904792
         0.8    0.438658  0.00144952
         0.7    0.430031  0.00194672
         0.6    0.421998  0.00218047
         0.5    0.330641  0.00446052
         0.4     0.10168  0.00579032
         0.3  0.00525888  0.00130791
