0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000779494 0.0240348 0.164641 0.572681 1.21418 1.85952 2.3393 2.5459 2.53245 2.38748 2.18663 1.97012 1.76014 1.55435 1.37686 1.2506 1.12692 1.03094 0.943884 0.878077 0.822281 0.775305 0.752977 0.705274 0.688354 0.671686 0.678533 0.662289 0.675232 0.690747 0.708419 0.73041 0.757458 0.788128 0.818722 0.857105 0.890229 0.939392 0.98656 1.02454 1.05697 1.09753 1.1241 1.15477 1.17537 1.2003 1.21118 1.21583 1.20298 1.18619 1.16439 1.13776 1.11819 1.0901 1.05885 1.03571 1.01244 0.988331 0.965489 0.95071 0.937474 0.922989 0.915605 0.903183 0.896082 0.893547 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00123802 0.0226057 0.160503 0.553237 1.18639 1.8619 2.3398 2.52426 2.5526 2.41814 2.20493 1.9987 1.76398 1.58624 1.40598 1.25015 1.13034 1.03569 0.924419 0.858284 0.820076 0.77387 0.73405 0.708212 0.683761 0.671254 0.667111 0.653761 0.668931 0.678091 0.695943 0.71592 0.747301 0.770543 0.80873 0.856845 0.890317 0.948018 0.986893 1.02666 1.06923 1.10539 1.12794 1.16197 1.19894 1.20019 1.21815 1.21803 1.20751 1.19289 1.17071 1.1522 1.12475 1.09814 1.06426 1.04243 1.00942 0.979993 0.965974 0.952964 0.931405 0.912378 0.910406 0.897092 0.888262 0.885118 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00233848 0.023212 0.164805 0.551336 1.19504 1.83419 2.32739 2.54026 2.52994 2.40412 2.20038 2.00289 1.77718 1.5844 1.40219 1.2543 1.12435 1.0315 0.947072 0.87085 0.817081 0.783367 0.738701 0.714964 0.687046 0.673258 0.668826 0.669923 0.677971 0.68314 0.690538 0.724724 0.741771 0.780677 0.807543 0.844834 0.889889 0.927328 0.970144 1.00955 1.04455 1.10137 1.12347 1.1693 1.18571 1.21094 1.2187 1.21253 1.21929 1.2077 1.18244 1.15457 1.13416 1.10246 1.07334 1.04307 1.01296 0.984504 0.969482 0.942794 0.923661 0.92251 0.908929 0.894502 0.883886 0.88858 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00110046 0.0251607 0.173776 0.581452 1.20704 1.88355 2.32227 2.53611 2.53961 2.4167 2.1796 1.96503 1.74722 1.57281 1.39581 1.26849 1.13235 1.02073 0.939607 0.866827 0.818202 0.775039 0.736085 0.705224 0.694941 0.666953 0.677773 0.677037 0.666416 0.685156 0.707501 0.726568 0.752608 0.77591 0.815058 0.847433 0.891097 0.934139 0.970362 1.01885 1.06521 1.09354 1.13425 1.15416 1.18757 1.20466 1.21125 1.21522 1.2019 1.18701 1.17753 1.15973 1.12642 1.09476 1.06669 1.04194 1.02148 0.993429 0.965464 0.948119 0.933208 0.919416 0.906209 0.892527 0.883346 0.88331 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00151314 0.0260702 0.174841 0.573884 1.20914 1.89719 2.35321 2.55167 2.54901 2.37871 2.21028 1.94977 1.75714 1.53483 1.37957 1.22503 1.11482 1.00024 0.931013 0.865702 0.825093 0.779876 0.745078 0.719504 0.699263 0.684851 0.671331 0.665752 0.687011 0.678673 0.701505 0.724558 0.750682 0.781875 0.817512 0.859094 0.893908 0.9411 0.984359 1.01823 1.06358 1.10392 1.14359 1.15995 1.1964 1.20642 1.21903 1.20759 1.20696 1.18735 1.16947 1.13443 1.11224 1.0885 1.05718 1.02572 1.00126 0.977992 0.968838 0.946758 0.928691 0.923862 0.911033 0.896684 0.894923 0.898371 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000871199 0.0241647 0.164477 0.565812 1.19161 1.8592 2.34107 2.54815 2.54692 2.39281 2.20705 1.97023 1.78294 1.56981 1.38888 1.24871 1.13064 1.03429 0.936399 0.871117 0.815832 0.771673 0.738307 0.712471 0.680731 0.671177 0.66729 0.662895 0.668512 0.680554 0.701833 0.719457 0.747449 0.781061 0.817186 0.859252 0.894391 0.935858 0.985605 1.01883 1.05931 1.10011 1.12575 1.16967 1.19546 1.20335 1.21755 1.20926 1.20426 1.19062 1.17609 1.15844 1.1234 1.10018 1.07308 1.04092 1.01341 0.97983 0.96133 0.94466 0.931099 0.913611 0.909779 0.887257 0.881788 0.881832 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00123802 0.0253773 0.158824 0.567481 1.20115 1.87505 2.3403 2.57388 2.55626 2.39541 2.18826 1.96622 1.76635 1.54756 1.37215 1.24265 1.13079 1.02135 0.940359 0.874168 0.811918 0.769475 0.735264 0.714221 0.687589 0.690062 0.668408 0.668278 0.674296 0.692412 0.713234 0.718414 0.746683 0.78045 0.817733 0.84976 0.890174 0.942018 0.9768 1.01811 1.05707 1.10435 1.131 1.16466 1.18578 1.20531 1.20597 1.21544 1.2125 1.19494 1.17902 1.14734 1.1235 1.08901 1.06929 1.04157 1.00496 0.991265 0.960182 0.947595 0.933018 0.914664 0.904691 0.893957 0.882811 0.882676 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00155899 0.0242946 0.170294 0.569926 1.20568 1.85091 2.35637 2.55487 2.55786 2.3993 2.20292 1.95167 1.74727 1.55818 1.37491 1.23514 1.12304 1.0232 0.935072 0.878706 0.818625 0.774419 0.737316 0.71503 0.692118 0.682816 0.68663 0.678942 0.679703 0.685468 0.708918 0.725856 0.748214 0.787577 0.805845 0.839726 0.887166 0.926121 0.975045 1.01803 1.06318 1.09554 1.12595 1.16827 1.1968 1.21156 1.21885 1.21545 1.21611 1.19906 1.16938 1.15144 1.11881 1.09611 1.06853 1.03548 1.01379 0.986871 0.959468 0.942482 0.926198 0.9119 0.908249 0.889961 0.880803 0.884694 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00165069 0.0244245 0.163944 0.552966 1.19953 1.89271 2.36166 2.57696 2.5316 2.42085 2.21055 1.95681 1.74477 1.5567 1.37734 1.24563 1.10571 1.01938 0.928102 0.864615 0.809786 0.755318 0.731109 0.698935 0.696121 0.682631 0.668707 0.660067 0.67153 0.690029 0.70409 0.725131 0.753101 0.79601 0.831551 0.867037 0.905361 0.93763 0.994743 1.02822 1.06771 1.10646 1.14267 1.17455 1.1928 1.19908 1.2037 1.21374 1.19462 1.18583 1.16544 1.14445 1.11242 1.07797 1.05324 1.02806 1.00659 0.97938 0.957414 0.940577 0.930824 0.922354 0.904762 0.89936 0.892791 0.885945 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00110046 0.0256371 0.161159 0.558128 1.19787 1.85322 2.34167 2.56016 2.58548 2.41298 2.18713 1.96949 1.76285 1.55951 1.38642 1.24171 1.11949 1.00909 0.940954 0.868867 0.823788 0.773976 0.741145 0.711002 0.689183 0.686825 0.674656 0.66897 0.681534 0.679431 0.702135 0.722981 0.746338 0.762637 0.799704 0.844845 0.899904 0.935324 0.988107 1.03571 1.05752 1.10097 1.12926 1.16383 1.19528 1.19885 1.21083 1.22192 1.21448 1.19178 1.16686 1.14414 1.13041 1.09673 1.06982 1.0417 1.01575 0.987542 0.963933 0.941308 0.927597 0.911792 0.901438 0.890621 0.88379 0.886182 
