           2    0.192803 0.000393975
         1.9    0.208218 0.000445702
         1.8    0.225799 0.000471211
         1.7    0.244628 0.000544943
         1.6    0.265079 0.000588044
         1.5    0.286779 0.000769299
         1.4    0.312012 0.000981269
         1.3    0.337749  0.00161604
         1.2    0.363884  0.00141858
         1.1     0.39499  0.00169442
           1    0.412253  0.00415519
         0.9    0.428802  0.00579049
         0.8    0.423424   0.0068727
         0.7    0.398386   0.0110412
         0.6    0.327317   0.0243386
         0.5    0.303974   0.0440923
         0.4    0.079392   0.0307497
         0.3    0.000512 0.000485726
