           2   -0.004088  0.00716241
         1.9   -0.005648  0.00603567
         1.8    0.001276  0.00496609
         1.7    0.001152  0.00514225
         1.6    0.000768  0.00871171
         1.5    -0.00976  0.00611942
         1.4    -0.02864  0.00799275
         1.3   -0.002868  0.00990653
         1.2   -0.006344   0.0157329
         1.1   -0.016388    0.011351
           1    0.001604    0.016081
         0.9      0.0037   0.0249293
         0.8   -0.061708   0.0265751
         0.7   -0.018096   0.0448367
         0.6   -0.205604    0.123267
         0.5     0.12406    0.206641
         0.4    -0.42672    0.257488
         0.3   -0.999972 2.65631e-05
